	sample_id	study	project	reference_condition	condition	rep_id	Strain Description	Strain	Culture Type	Evolved Sample	Base Media	Temperature (C)	pH	Carbon Source (g/L)	Nitrogen Source (g/L)	Electron Acceptor	Trace Element Mixture	Supplement	Antibiotic for selection	Growth_Phase	Growth Rate (1/hr)	Isolate Type	Additional Details	Sequencing Machine	LibraryLayout	Platform	Biological Replicates	doi	GEO	SRX	Run	R1	R2	contact	creator	passed_fastqc	passed_pct_reads_mapped	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_similar_replicates	passed_number_replicates	run_date	n_replicates	PxK_sample_type	deleted_genes	mutated_genes	overexpressed_genes	Unnamed: 49	Unnamed: 50	Unnamed: 51	Unnamed: 52	Unnamed: 53	Unnamed: 54	Unnamed: 55	Unnamed: 56	Unnamed: 57
TRN_MG1655_stationary_24h_GlcM9_N_Rep1	MG1655_stationary_24h_GlcM9_N_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_N_Rep1; MG1655_stationary_3h_GlcM9_N_Rep2	stationary_N_24h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(0.06)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_24h_GlcM9_N_Rep1_S35_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_24h_GlcM9_N_Rep1_S35_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_24h_GlcM9_N_Rep2	MG1655_stationary_24h_GlcM9_N_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_N_Rep1; MG1655_stationary_3h_GlcM9_N_Rep2	stationary_N_24h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(0.06)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_24h_GlcM9_N_Rep2_S36_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_24h_GlcM9_N_Rep2_S36_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_24h_GlcM9_Rep1	MG1655_stationary_24h_GlcM9_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_Rep1; MG1655_stationary_3h_GlcM9_Rep2	stationary_C_24h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_24h_GlcM9_Rep1_S33_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_24h_GlcM9_Rep1_S33_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_24h_GlcM9_Rep2	MG1655_stationary_24h_GlcM9_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_Rep1; MG1655_stationary_3h_GlcM9_Rep2	stationary_C_24h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_24h_GlcM9_Rep2_S34_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_24h_GlcM9_Rep2_S34_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_24h_GlcM9_S_Rep1	MG1655_stationary_24h_GlcM9_S_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_S_Rep1; MG1655_stationary_3h_GlcM9_S_Rep2	stationary_S_24h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(0.03 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_24h_GlcM9_S_Rep1_S37_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_24h_GlcM9_S_Rep1_S37_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_24h_GlcM9_S_Rep2	MG1655_stationary_24h_GlcM9_S_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_S_Rep1; MG1655_stationary_3h_GlcM9_S_Rep2	stationary_S_24h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(0.03 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_24h_GlcM9_S_Rep2_S38_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_24h_GlcM9_S_Rep2_S38_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_3h_GlcM9_N_Rep1	MG1655_stationary_3h_GlcM9_N_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_N_Rep1; MG1655_stationary_3h_GlcM9_N_Rep2	stationary_N_3h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(0.06)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_N_Rep1_S5_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_N_Rep1_S5_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_3h_GlcM9_N_Rep2	MG1655_stationary_3h_GlcM9_N_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_N_Rep1; MG1655_stationary_3h_GlcM9_N_Rep2	stationary_N_3h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(0.06)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_N_Rep2_S6_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_N_Rep2_S6_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_3h_GlcM9_Rep1	MG1655_stationary_3h_GlcM9_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_Rep1; MG1655_stationary_3h_GlcM9_Rep2	stationary_C_3h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_Rep1_S3_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_Rep1_S3_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_3h_GlcM9_Rep2	MG1655_stationary_3h_GlcM9_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_Rep1; MG1655_stationary_3h_GlcM9_Rep2	stationary_C_3h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_Rep2_S4_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_Rep2_S4_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_3h_GlcM9_S_Rep1	MG1655_stationary_3h_GlcM9_S_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_S_Rep1; MG1655_stationary_3h_GlcM9_S_Rep2	stationary_S_3h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(0.03 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_S_Rep1_S7_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_S_Rep1_S7_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_3h_GlcM9_S_Rep2	MG1655_stationary_3h_GlcM9_S_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_S_Rep1; MG1655_stationary_3h_GlcM9_S_Rep2	stationary_S_3h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(0.03 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_S_Rep2_S8_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_S_Rep2_S8_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_4h_GlcM9_N_Rep1	MG1655_stationary_4h_GlcM9_N_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_N_Rep1; MG1655_stationary_3h_GlcM9_N_Rep2	stationary_N_4h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(0.06)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_N_Rep1_S11_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_N_Rep1_S11_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_4h_GlcM9_N_Rep2	MG1655_stationary_4h_GlcM9_N_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_N_Rep1; MG1655_stationary_3h_GlcM9_N_Rep2	stationary_N_4h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(0.06)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_N_Rep2_S12_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_N_Rep2_S12_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_4h_GlcM9_Rep1	MG1655_stationary_4h_GlcM9_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_Rep1; MG1655_stationary_3h_GlcM9_Rep2	stationary_C_4h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_Rep1_S9_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_Rep1_S9_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_4h_GlcM9_Rep2	MG1655_stationary_4h_GlcM9_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_Rep1; MG1655_stationary_3h_GlcM9_Rep2	stationary_C_4h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_Rep2_S10_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_Rep2_S10_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_4h_GlcM9_S_Rep1	MG1655_stationary_4h_GlcM9_S_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_S_Rep1; MG1655_stationary_3h_GlcM9_S_Rep2	stationary_S_4h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(0.03 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_S_Rep1_S13_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_S_Rep1_S13_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_4h_GlcM9_S_Rep2	MG1655_stationary_4h_GlcM9_S_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_S_Rep1; MG1655_stationary_3h_GlcM9_S_Rep2	stationary_S_4h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(0.03 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_S_Rep2_S14_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_S_Rep2_S14_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_5h_GlcM9_N_Rep1	MG1655_stationary_5h_GlcM9_N_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_N_Rep1; MG1655_stationary_3h_GlcM9_N_Rep2	stationary_N_5h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(0.06)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_N_Rep1_S17_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_N_Rep1_S17_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_5h_GlcM9_N_Rep2	MG1655_stationary_5h_GlcM9_N_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_N_Rep1; MG1655_stationary_3h_GlcM9_N_Rep2	stationary_N_5h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(0.06)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_N_Rep2_S18_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_N_Rep2_S18_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_5h_GlcM9_Rep1	MG1655_stationary_5h_GlcM9_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_Rep1; MG1655_stationary_3h_GlcM9_Rep2	stationary_C_5h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_Rep1_S15_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_Rep1_S15_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_5h_GlcM9_Rep2	MG1655_stationary_5h_GlcM9_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_Rep1; MG1655_stationary_3h_GlcM9_Rep2	stationary_C_5h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_Rep2_S16_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_Rep2_S16_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_5h_GlcM9_S_Rep1	MG1655_stationary_5h_GlcM9_S_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_S_Rep1; MG1655_stationary_3h_GlcM9_S_Rep2	stationary_S_5h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(0.03 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_S_Rep1_S19_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_S_Rep1_S19_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_5h_GlcM9_S_Rep2	MG1655_stationary_5h_GlcM9_S_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_S_Rep1; MG1655_stationary_3h_GlcM9_S_Rep2	stationary_S_5h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(0.03 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_S_Rep2_S20_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_S_Rep2_S20_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_8h_GlcM9_N_Rep1	MG1655_stationary_8h_GlcM9_N_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_N_Rep1; MG1655_stationary_3h_GlcM9_N_Rep2	stationary_N_8h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(0.06)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_N_Rep1_S23_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_N_Rep1_S23_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_8h_GlcM9_N_Rep2	MG1655_stationary_8h_GlcM9_N_Rep2	stationary	TRN	MG1655_stationary_3h_GlcM9_N_Rep1; MG1655_stationary_3h_GlcM9_N_Rep2	stationary_N_8h	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(0.06)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_N_Rep2_S24_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_N_Rep2_S24_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRN_MG1655_stationary_8h_GlcM9_Rep1	MG1655_stationary_8h_GlcM9_Rep1	stationary	TRN	MG1655_stationary_3h_GlcM9_Rep1; MG1655_stationary_3h_GlcM9_Rep2	stationary_C_8h	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose	NH4Cl(1)	O2	sauer trace element mixture	MgSO4(2 mM)	0	stationary	0.0	0	0	Nova Seq	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_Rep1_S21_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_Rep1_S21_L001_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	True	0	True	True	0	0	0	2/1/2022	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
